wis_id,school_short,location,coach,,,,
50728,"University of Arkansas, Pine Bluff","Pine Bluff, AR",Sim AI,,,,
50190,"University of California, Berkeley","Berkeley, CA",aaflyman,,,,
50195,"University of California, Los Angeles","Los Angeles, CA",rockindock,,,,
50289,University of Central Arkansas,"Conway, AR",Sim AI,,,,
50592,University of Central Florida,"Orlando, FL",urchinrocky,,,,
50302,University of Central Oklahoma,"Edmond, OK",Sim AI,,,,
50331,University of Charleston,"Charleston, WV",Sim AI,,,,
50780,University of Chicago,"Chicago, IL",Sim AI,,,,
50570,University of Cincinnati,"Cincinnati, OH",Sim AI,,,,
50389,"University of Colorado, Boulder","Boulder, CO",huskrchuck,,,,
50566,University of Connecticut,"Storrs, CT",Sim AI,,,,
50627,University of Dayton,"Dayton, OH",steginman,,,,
50660,University of Delaware,"Newark, DE",Sim AI,,,,
50415,University of Dubuque,"Dubuque, IA",Sim AI,,,,
50283,University of Findlay,"Findlay, OH",Sim AI,,,,
50200,University of Florida,"Gainesville, FL",hurlicane,,,,
50198,University of Georgia,"Athens, GA",Sim AI,,,,
50232,University of Hawaii,"Honolulu, HI",Sim AI,,,,
50597,University of Houston,"Houston, TX",Sim AI,,,,
50217,University of Idaho,"Moscow, ID",Sim AI,,,,
50575,"University of Illinois, Champaign","Champaign, IL",canesfan4369,,,,
50747,University of Indianapolis,"Indianapolis, IN",Sim AI,,,,
50585,University of Iowa,"Iowa City, IA",Sim AI,,,,
50388,University of Kansas,"Lawrence, KS",Sim AI,,,,
50203,University of Kentucky,"Lexington, KY",Sim AI,,,,
50488,University of La Verne,"La Verne, CA",Sim AI,,,,
50212,University of Louisiana at Lafayette,"Lafayette, LA",Sim AI,,,,
50213,University of Louisiana at Monroe,"Monroe, LA",Sim AI,,,,
50569,University of Louisville,"Louisville, KY",Sim AI,,,,
50666,"University of Maine, Orono","Orono, ME",Sim AI,,,,
50530,University of Mary Hardin-Baylor,"Belton, TX",Sim AI,,,,
50381,"University of Maryland, College Park","College Park, MD",clayolson1,,,,
50661,"University of Massachusetts, Amherst","Amherst, MA",Sim AI,,,,
50423,"University of Massachusetts, Dartmouth","North Dartmouth, MA",Sim AI,,,,
50590,University of Memphis,"Memphis, TN",tropicana,,,,
50382,University of Miami (Florida),"Coral Gables, FL",airraiddevil,,,,
50578,University of Michigan,"Ann Arbor, MI",bhouska,,,,
50725,"University of Minnesota, Crookston","Crookston, MN",Sim AI,,,,
50327,"University of Minnesota, Duluth","Duluth, MN",Sim AI,,,,
50579,"University of Minnesota, Twin Cities","Minneapolis, MN",SmokePants,,,,
50209,University of Mississippi,"University, MS",lsumedici,,,,
50387,"University of Missouri, Columbia","Columbia, MO",mholland,,,,
50317,"University of Missouri, Rolla","Rolla, MO",Sim AI,,,,
50220,University of Montana,"Missoula, MT",Sim AI,,,,
50687,University of Nebraska at Kearney,"Kearney, NE",Sim AI,,,,
50703,University of Nebraska at Omaha,"Omaha, NE",Sim AI,,,,
50386,"University of Nebraska, Lincoln","Lincoln, NE",georgejd,,,,
50657,University of Nevada,"Reno, NV",Sim AI,,,,
50231,"University of Nevada, Las Vegas","Las Vegas, NV",Sim AI,,,,
50667,University of New Hampshire,"Durham, NH",Sim AI,,,,
50225,University of New Mexico,"Albuquerque, NM",Sim AI,,,,
50295,University of North Alabama,"Florence, AL",Sim AI,,,,
50376,"University of North Carolina, Chapel Hill","Chapel Hill, NC",Sim AI,,,,
50704,University of North Dakota,"Grand Forks, ND",Sim AI,,,,
50218,University of North Texas,"Denton, TX",friarboy,,,,
50242,University of Northern Iowa,"Cedar Falls, IA",Sim AI,,,,
50586,University of Notre Dame,"Notre Dame, IN",kensei44,,,,
50391,University of Oklahoma,"Norman, OK",soupyjoe,,,,
50187,University of Oregon,"Eugene, OR",drhayhurst,,,,
50251,University of Pennsylvania,"Philadelphia, PA",quelch,,,,
50567,University of Pittsburgh,"Pittsburgh, PA",pcf2007,,,,
50470,University of Puget Sound,"Tacoma, WA",Sim AI,,,,
50489,University of Redlands,"Redlands, CA",ekatzen,,,,
50662,University of Rhode Island,"Kingston, RI",Sim AI,,,,
50668,University of Richmond,"Richmond, VA",Sim AI,,,,
50358,University of Rochester,"Rochester, NY",whiteshadowe,,,,
50628,University of San Diego,"San Diego, CA",Sim AI,,,,
50202,"University of South Carolina, Columbia","Columbia, SC",Sim AI,,,,
50705,University of South Dakota,"Vermillion, SD",Sim AI,,,,
50571,University of South Florida,"Tampa, FL",Sim AI,,,,
50194,University of Southern California,"Los Angeles, CA",jmn20958,,,,
50598,University of Southern Mississippi,"Hattiesburg, MS",Sim AI,,,,
50787,University of St. Thomas (Minnesota),"St. Paul, MN",tommyweather,,,,
50268,University of Tennessee at Chattanooga,"Chattanooga, TN",Sim AI,,,,
50615,University of Tennessee at Martin,"Martin, TN",Sim AI,,,,
50199,"University of Tennessee, Knoxville","Knoxville, TN",rmancil,,,,
50392,University of Texas at Austin,"Austin, TX",fastec27,,,,
50224,University of Texas at El Paso,"El Paso, TX",Sim AI,,,,
50485,"University of the South, Sewanee","Sewanee, TN",Sim AI,,,,
50606,University of Toledo,"Toledo, OH",Sim AI,,,,
50589,University of Tulsa,"Tulsa, OK",Sim AI,,,,
50226,University of Utah,"Salt Lake City, UT",Sim AI,,,,
50377,University of Virginia,"Charlottesville, VA",redwolf4,,,,
50188,University of Washington,"Seattle, WA",Sim AI,,,,
50290,University of West Alabama,"Livingston, AL",Sim AI,,,,
50288,University of West Georgia,"Carrollton, GA",bulldog1834,,,,
50503,"University of Wisconsin, Eau Claire","Eau Claire, WI",Sim AI,,,,
50504,"University of Wisconsin, La Crosse","La Crosse, WI",Sim AI,,,,
50580,"University of Wisconsin, Madison","Madison, WI",Sim AI,,,,
50509,"University of Wisconsin, Oshkosh","Oshkosh, WI",Sim AI,,,,
50505,"University of Wisconsin, Platteville","Platteville, WI",Sim AI,,,,
50506,"University of Wisconsin, River Falls","River Falls, WI",Sim AI,,,,
50507,"University of Wisconsin, Stevens Point","Stevens Point, WI",Sim AI,,,,
50510,"University of Wisconsin, Stout","Menomonie, WI",Sim AI,,,,
50508,"University of Wisconsin, Whitewater","Whitewater, WI",ColCrunch,,,,
50227,University of Wyoming,"Laramie, WY",Sim AI,,,,
50353,Ursinus College,"Collegeville, PA",Sim AI,,,,
50197,US Air Force Academy,"USAF Academy, CO",Sim AI,,,,
50215,US Military Academy,"West Point, NY",murawskb,,,,
50214,US Naval Academy,"Annapolis, MD",Sim AI,,,,
50219,Utah State University,"Logan, UT",Sim AI,,,,
50370,Utica College,"Utica, NY",Sim AI,,,,
50296,Valdosta State University,"Valdosta, GA",xigamma119,,,,
50629,Valparaiso University,"Valparaiso, IN",bigpoppa85,,,,
50201,Vanderbilt University,"Nashville, TN",Sim AI,,,,
50663,Villanova University,"Villanova, PA",tdfactory,,,,
50630,Virginia Military Institute,"Lexington, VA",Sim AI,,,,
50383,Virginia Polytechnic Institute and State University,"Blacksburg, VA",Sim AI,,,,
50733,Virginia State University,"Petersburg, VA",Sim AI,,,,
50734,Virginia Union University,"Richmond, VA",Sim AI,,,,
50459,Wabash College,"Crawfordsville, IN",Sim AI,,,,
50653,Wagner College,"Staten Island, NY",Sim AI,,,,
50378,Wake Forest University,"Winston-Salem, NC",Sim AI,,,,
50412,Wartburg College,"Waverly, IA",Sim AI,,,,
50318,Washburn University of Topeka ,"Topeka, KS",Sim AI,,,,
50417,Washington and Jefferson College,"Washington, PA",Sim AI,,,,
50473,Washington and Lee University,"Lexington, VA",Sim AI,,,,
50189,Washington State University,"Pullman, WA",realist9900,,,,
50781,Washington University(Missouri) ,"St. Louis, MO",displacednyr,,,,
50330,Wayne State College (NE),"Wayne, NE",Sim AI,,,,
50284,Wayne State University (MI),"Detroit, MI",Sim AI,,,,
50418,Waynesburg College,"Waynesburg, PA",Sim AI,,,,
50674,Weber State University,"Ogden, UT",Sim AI,,,,
50454,Wesley College,"Dover, DE",Sim AI,,,,
50440,Wesleyan University(Connecticut) ,"Middletown, CT",Sim AI,,,,
50339,West Chester University of Pennsylvania ,"West Chester, PA",congaman7070,,,,
50332,West LibertyState College,"West Liberty, WV",tsnhusker,,,,
50308,West Texas A&M University,"Canyon, TX",Sim AI,,,,
50333,West Virginia State College,"Institute, WV",Sim AI,,,,
50568,West Virginia University,"Morgantown, WV",Sim AI,,,,
50699,West Virginia UniversityInstituteof Technology,"Montgomery, WV",Sim AI,,,,
50700,West Virginia Wesleyan College,"Buckhannon, WV",Sim AI,,,,
50264,Western Carolina University,"Cullowhee, NC",Sim AI,,,,
50363,Western Connecticut State University,"Danbury, CT",Sim AI,,,,
50238,Western Illinois University,"Macomb, IL",Sim AI,,,,
50239,Western Kentucky University,"Bowling Green, KY",Sim AI,,,,
50608,Western Michigan University,"Kalamazoo, MI",Sim AI,,,,
50424,Western New England College,"Springfield, MA",Sim AI,,,,
50682,Western New Mexico University,"Silver City, NM",wdfox,,,,
50708,Western Oregon University,"Monmouth, OR",Sim AI,,,,
50688,Western State College of Colorado ,"Gunnison, CO",Sim AI,,,,
50709,Western Washington University,"Bellingham, WA",Sim AI,,,,
50429,Westfield State College,"Westfield, MA",Sim AI,,,,
50502,Westminster College(Missouri) ,"Fulton, MO",Sim AI,,,,
50793,Westminster College(Pennsylvania) ,"New Wilmington, PA",Sim AI,,,,
50406,Wheaton College(Illinois) ,"Wheaton, IL",fmorrow,,,,
50490,Whittier College,"Whittier, CA",moneymike480,,,,
50749,Whitworth University,"Spokane, WA",Sim AI,,,,
50558,Widener University,"Chester, PA",Delcoguy23,,,,
50553,Wilkes University,"Wilkes-Barre, PA",Sim AI,,,,
50750,Willamette University,"Salem, OR",Sim AI,,,,
50448,William Paterson University of New Jersey,"Wayne, NJ",doc57,,,,
50436,Williams College,"Williamstown, MA",Sim AI,,,,
50766,Wilmington College(Ohio) ,"Wilmington, OH",Sim AI,,,,
50694,Wingate University,"Wingate, NC",Sim AI,,,,
50326,Winona State University,"Winona, MN",Sim AI,,,,
50741,Winston-Salem State University,"Winston-Salem, NC",fredengel,,,,
50541,Wisconsin Lutheran College,"Milwaukee, WI",Sim AI,,,,
50460,Wittenberg University,"Springfield, OH",Sim AI,,,,
50265,Wofford College,"Spartanburg, SC",Sim AI,,,,
50364,Worcester Polytechnic Institute,"Worcester, MA",Sim AI,,,,
50430,Worcester State College,"Worcester, MA",GB1,,,,
50252,Yale University,"New Haven, CT",Sim AI,,,,
50240,Youngstown State University,"Youngstown, OH",stone7365,,,,
50915,Abilene Christian University,"Abilene, TX",Sim AI,,,,
51295,Adams State College,"Alamosa, CO",Sim AI,,,,
51031,Adrian College,"Adrian, MI",Sim AI,,,,
50884,Alabama A&M University,"Normal, AL",Sim AI,,,,
50885,Alabama State University,"Montgomery, AL",saf99me,,,,
51313,Albany State University,"Albany, GA",Sim AI,,,,
51032,Albion College,"Albion, MI",mustang347,,,,
51160,Albright College,"Reading, PA",Sim AI,,,,
50886,Alcorn State University,"Alcorn State, MS",Sim AI,,,,
50978,Alfred University,"Alfred, NY",Sim AI,,,,
51067,Allegheny College,"Meadville, PA",Sim AI,,,,
51033,Alma College,"Alma, MI",Sim AI,,,,
51322,American International College,"Springfield, MA",Sim AI,,,,
51043,Amherst College,"Amherst, MA",Sim AI,,,,
51086,Anderson University (Indiana) ,"Anderson, IN",Sim AI,,,,
50916,Angelo State University,"San Angelo, TX",Sim AI,,,,
50872,Appalachian State University,"Boone, NC",robbman21,,,,
50804,Arizona State University,"Tempe, AZ",potter444,,,,
50822,Arkansas State University,"Jonesboro, AR",go4itjim,,,,
50897,Arkansas Tech University,"Russellville, AR",Sim AI,,,,
51354,Ashland University,"Ashland, OH",tywebb004,,,,
51328,Assumption College,"Worcester, MA",Sim AI,,,,
50816,Auburn University,"Auburn, AL",Sim AI,,,,
51394,Augsburg College,"Minneapolis, MN",Sim AI,,,,
50933,Augustana College,"Sioux Falls, SD",Sim AI,,,,
51017,Augustana College (Illinois) ,"Rock Island, IL",Sim AI,,,,
50983,Aurora University,"Aurora, IL",Sim AI,,,,
51143,Austin College,"Sherman, TX",holdaway,,,,
51243,Austin Peay State University,"Clarksville, TN",Sim AI,,,,
51103,Averett University,"Danville, VA",Sim AI,,,,
51369,Baldwin-Wallace College,"Berea, OH",Sim AI,,,,
51221,Ball State University,"Muncie, IN",Sim AI,,,,
51049,Bates College,"Lewiston, ME",Sim AI,,,,
51008,Baylor University,"Waco, TX",Sim AI,,,,
51172,Beloit College,"Beloit, WI",Sim AI,,,,
51334,Bemidji State University,"Bemidji, MN",Sim AI,,,,
51314,Benedict College,"Columbia, SC",Sim AI,,,,
51013,Benedictine University (Illinois) ,"Lisle, IL",Sim AI,,,,
51323,Bentley College,"Waltham, MA",Sim AI,,,,
51403,Bethany College (West Virginia) ,"Bethany, WV",Sim AI,,,,
51395,Bethel College (Minnesota) ,"St. Paul, MN",Sim AI,,,,
51254,Bethune-Cookman College,"Daytona Beach, FL",jhunterz,,,,
51368,Blackburn College,"Carlinville, IL",Sim AI,,,,
50946,Bloomsburg University of Pennsylvania ,"Bloomsburg, PA",aybaysum,,,,
51087,Bluffton College,"Bluffton, OH",Sim AI,,,,
50835,Boise State University,"Boise, ID",Sim AI,,,,
50996,Boston College,"Chestnut Hill, MA",laswell,,,,
51050,Bowdoin College,"Brunswick, ME",jephthe23,,,,
51342,Bowie State University,"Bowie, MD",Sim AI,,,,
51217,Bowling Green State University,"Bowling Green, OH",Sim AI,,,,
51381,Bridgewater College (Virginia) ,"Bridgewater, VA",Sim AI,,,,
51037,Bridgewater State College,"Bridgewater, MA",Sim AI,,,,
50803,Brigham Young University,"Provo, UT",Sim AI,,,,
50859,Brown University,"Providence, RI",kona_surfer,,,,
51324,Bryant University,"Smithfield, RI",bmc013,,,,
50867,Bucknell University,"Lewisburg, PA",displacednyr,,,,
51019,Buena Vista University,"Storm Lake, IA",Sim AI,,,,
51061,Buffalo State College,"Buffalo, NY",ogd112,,,,
51237,Butler University,"Indianapolis, IN",Sim AI,,,,
51147,California Lutheran University,"Thousand Oaks, CA",Sim AI,,,,
51284,California Polytechnic State University,"San Luis Obispo, CA",Schooly3,,,,
50840,"California State University, Fresno","Fresno, CA",Sim AI,,,,
51282,"California State University, Sacramento","Sacramento, CA",katzphang88,,,,
50952,California University of Pennsylvania,"California, PA",Sim AI,,,,
51370,Capital University,"Columbus, OH",Sim AI,,,,
51400,Carleton College,"Northfield, MN",Sim AI,,,,
51077,Carnegie Mellon University,"Pittsburgh, PA",Sim AI,,,,
51388,Carroll College (Wisconsin),"Waukesha, WI",Sim AI,,,,
51301,Carson-Newman College,"Jefferson City, TN",scooby24210,,,,
51126,Carthage College,"Kenosha, WI",dow0405,,,,
51078,Case Western Reserve University,"Cleveland, OH",Sim AI,,,,
51302,Catawba College,"Salisbury, NC",tnjay615,,,,
51382,Catholic University,"Washington, DC",veejay,,,,
51020,Central College (Iowa),"Pella, IA",Sim AI,,,,
51266,Central Connecticut State University,"New Britain, CT",Sim AI,,,,
50797,Central Michigan University,"Mount Pleasant, MI",Sim AI,,,,
50921,Central Missouri State University,"Warrensburg, MO",ham00020,,,,
51318,Central Washington University,"Ellensburg, WA",Sim AI,,,,
51091,Centre College,"Danville, KY",Sim AI,,,,
50958,Chadron State College,"Chadron, NE",Sim AI,,,,
51062,Chapman University,"Orange, CA",Sim AI,,,,
50870,Charleston Southern University,"Charleston, SC",Sim AI,,,,
50932,Cheyney University of Pennsylvania ,"Cheyney, PA",caddysaurus,,,,
51109,Chowan University,"Murfreesboro, NC",Sim AI,,,,
51104,Christopher Newport University,"Newport News, VA",Sim AI,,,,
51148,Claremont McKenna-Harvey Mudd-Scripps Colleges ,"Claremont, CA",Sim AI,,,,
50953,Clarion University of Pennsylvania ,"Clarion, PA",Sim AI,,,,
51131,Clark Atlanta University,"Atlanta, GA",Sim AI,,,,
50985,Clemson University,"Clemson, SC",Sim AI,,,,
50871,Coastal Carolina University,"Conway, SC",Sim AI,,,,
51025,Coe College,"Cedar Rapids, IA",Sim AI,,,,
51044,Colby College,"Waterville, ME",Sim AI,,,,
50868,Colgate University,"Hamilton, NY",Sim AI,,,,
51379,College of Mount St. Joseph ,"Cincinnati, OH",Sim AI,,,,
51246,College of the Holy Cross,"Worcester, MA",Sim AI,,,,
51270,College of William and Mary,"Williamsburg, VA",Sim AI,,,,
51068,College of Wooster ,"Wooster, OH",Sim AI,,,,
51156,Colorado College,"Colorado Springs, CO",Sim AI,,,,
50959,Colorado School of Mines ,"Golden, CO",beebster32,,,,
51186,Colorado State University,"Fort Collins, CO",hitman1979,,,,
50860,Columbia University,"New York, NY",Sim AI,,,,
51332,Concord College,"Athens, WV",Sim AI,,,,
51396,"Concordia College, Moorhead ","Moorhead, MN",Sim AI,,,,
51014,Concordia University (Illinois) ,"River Forest, IL",SundayMonday,,,,
50984,Concordia University (Wisconsin) ,"Mequon, WI",Sim AI,,,,
50940,"Concordia University, St. Paul ","Concordia, MN",Sim AI,,,,
51026,Cornell College (D-III),"Mt. Vernon, IA",Sim AI,,,,
50865,Cornell University,"Ithaca, NY",mctree119,,,,
51406,Curry College,"Milton, MA",Sim AI,,,,
50861,Dartmouth College,"Hanover, NH",Sim AI,,,,
51244,Davidson College,"Davidson, NC",Sim AI,,,,
51380,Defiance College,"Defiance, OH",Sim AI,,,,
51250,Delaware State University,"Dover, DE",bhouska,,,,
51161,Delaware Valley College,"Doylestown, PA",Sim AI,,,,
50903,Delta State University,"Cleveland, MS",Sim AI,,,,
51073,Denison University,"Granville, OH",Sim AI,,,,
51184,DePaul University,"Chicago, IL",Sim AI,,,,
51092,DePauw University,"Greencastle, IN",Sim AI,,,,
51149,Dickinson College,"Carlisle, PA",Sim AI,,,,
51238,Drake University,"Des Moines, IA",truedevil33,,,,
50986,Duke University,"Durham, NC",Sim AI,,,,
51251,Duquesne University,"Pittsburgh, PA",paulsuberlak,,,,
51074,Earlham College,"Richmond, IN",MovieMan200,,,,
51199,East Carolina University,"Greenville, NC",Sim AI,,,,
50909,East Central University,"Ada, OK",robust_trex,,,,
50947,East Stroudsburg University of Pennsylvania ,"East Stroudsburg, PA",Sim AI,,,,
50878,East Tennessee State University,"Johnson City, TN",Sim AI,,,,
51137,East Texas Baptist University,"Marshall, TX",Sim AI,,,,
51225,Eastern Illinois University,"Charleston, IL",Sim AI,,,,
51231,Eastern Kentucky University,"Richmond, KY",Sim AI,,,,
51216,Eastern Michigan University,"Ypsilanti, MI",Sim AI,,,,
50917,Eastern New Mexico University,"Portales, NM",Sim AI,,,,
51363,Eastern Oregon University,"La Grande, OR",Sim AI,,,,
51283,Eastern Washington University,"Cheney, WA",Sim AI,,,,
50954,Edinboro University of Pennsylvania ,"Edinboro, PA",Sim AI,,,,
51343,Elizabeth City State University,"Elizabeth City, NC",Sim AI,,,,
51015,Elmhurst College,"Elmhurst, IL",Sim AI,,,,
50879,Elon University,"Elon, NC",Sim AI,,,,
51383,Emory and Henry College,"Emory, VA",Sim AI,,,,
50922,Emporia State University,"Emporia, KS",Sim AI,,,,
51407,Endicott College,"Beverly, MA",Sim AI,,,,
51009,Eureka College,"Eureka, IL",Sim AI,,,,
51166,"Fairleigh Dickinson University, Madison ","Madison, NJ",Sim AI,,,,
51333,Fairmont State College,"Fairmont, WV",Sim AI,,,,
51348,Fayetteville State University,"Fayetteville, NC",Sim AI,,,,
51360,Ferris State University,"Big Rapids, MI",S_Cottrell23,,,,
